0,18.503,9.543,6.0,9,6.0,9,18.503,9.543
1,18.503,11.311,6.0,13,6.0,13,18.503,11.311
2,20.486,13.303,7.0,13,7.0,13,20.486,13.303
3,20.486,11.759,6.0,13,6.0,13,20.486,11.759
4,22.323,12.966,5.0,13,5.0,13,22.323,12.966
5,22.323,11.413,3.0,10,3.0,10,22.323,11.413
6,22.323,13.588,4.0,13,4.0,13,22.323,13.588
7,22.323,12.261,4.0,13,4.0,13,22.323,12.261
8,22.753,15.877,4.0,9,4.0,9,22.753,15.877
9,22.753,13.471,3.0,7,3.0,7,22.753,13.471
10,22.753,12.138,2.0,4,2.0,4,22.753,12.138
11,22.753,14.174,3.0,7,3.0,7,22.753,14.174
12,22.753,14.198,4.0,13,4.0,13,22.753,14.198
13,22.753,13.524,4.0,5,4.0,5,22.753,13.524
14,22.753,13.654,3.0,4,3.0,4,22.753,13.654
15,22.753,16.228,3.0,4,3.0,4,22.753,16.228
16,22.753,16.962,4.0,7,4.0,7,22.753,16.962
17,22.753,14.922,3.0,6,3.0,6,22.753,14.922
18,22.753,17.557,4.0,9,4.0,9,22.753,17.557
19,24.199,16.055,4.0,10,4.0,10,24.199,16.055
20,24.199,14.586,3.0,7,3.0,7,24.199,14.586
21,24.199,15.926,3.0,10,3.0,10,24.199,15.926
22,24.199,14.694,3.0,5,3.0,5,24.199,14.694
23,24.199,14.987,3.0,5,3.0,5,24.199,14.987
24,24.199,14.144,3.0,4,3.0,4,24.199,14.144
25,24.199,15.105,4.0,10,4.0,10,24.199,15.105
26,24.199,16.61,4.0,13,4.0,13,24.199,16.61
27,24.199,17.154,5.0,13,5.0,13,24.199,17.154
28,24.657,14.412,4.0,7,4.0,7,24.657,14.412
29,24.657,17.982,2.0,4,2.0,4,24.657,17.982
30,24.657,15.277,3.0,5,3.0,5,24.657,15.277
31,24.657,16.481,2.0,4,2.0,4,24.657,16.481
32,24.677,15.861,3.0,4,3.0,4,24.677,15.861
33,24.677,17.421,3.0,9,3.0,9,24.677,17.421
34,26.575,17.053,3.0,10,3.0,10,26.575,17.053
35,26.575,16.302,4.0,9,4.0,9,26.575,16.302
36,26.575,14.971,3.0,4,3.0,4,26.575,14.971
37,26.575,13.597,2.0,4,2.0,4,26.575,13.597
38,26.575,13.506,3.0,4,3.0,4,26.575,13.506
39,26.575,14.245,3.0,4,3.0,4,26.575,14.245
40,26.575,12.737,3.0,4,3.0,4,26.575,12.737
41,26.575,16.131,3.0,4,3.0,4,26.575,16.131
42,26.575,18.475,4.0,7,4.0,7,26.575,18.475
43,26.575,18.288,5.0,13,5.0,13,26.575,18.288
44,26.575,14.538,3.0,7,3.0,7,26.575,14.538
45,26.575,11.927,3.0,4,3.0,4,26.575,11.927
46,26.575,13.445,2.0,4,2.0,4,26.575,13.445
47,26.575,13.832,2.0,4,2.0,4,26.575,13.832
48,26.575,15.155,4.0,10,4.0,10,26.575,15.155
49,26.575,16.53,4.0,4,4.0,4,26.575,16.53
50,26.575,16.984,4.0,6,4.0,6,26.575,16.984
51,26.575,18.395,4.0,6,4.0,6,26.575,18.395
52,26.575,14.945,5.0,13,5.0,13,26.575,14.945
53,26.575,14.508,6.0,13,6.0,13,26.575,14.508
54,26.575,14.828,4.0,13,4.0,13,26.575,14.828
55,26.575,15.041,5.0,13,5.0,13,26.575,15.041
56,26.575,14.381,3.0,4,3.0,4,26.575,14.381
57,26.575,15.691,3.0,4,3.0,4,26.575,15.691
58,26.575,14.266,3.0,4,3.0,4,26.575,14.266
59,26.575,17.063,3.0,4,3.0,4,26.575,17.063
60,26.575,16.022,3.0,7,3.0,7,26.575,16.022
61,26.575,15.661,4.0,4,4.0,4,26.575,15.661
62,26.575,13.951,4.0,4,4.0,4,26.575,13.951
63,26.575,17.309,4.0,4,4.0,4,26.575,17.309
64,26.575,16.737,4.0,13,4.0,13,26.575,16.737
65,26.575,15.161,4.0,13,4.0,13,26.575,15.161
66,26.575,14.27,5.0,9,5.0,9,26.575,14.27
67,26.575,12.913,4.0,7,4.0,7,26.575,12.913
68,26.575,14.19,3.0,4,3.0,4,26.575,14.19
69,26.575,12.737,3.0,6,3.0,6,26.575,12.737
70,26.575,13.448,4.0,13,4.0,13,26.575,13.448
71,26.575,14.282,4.0,13,4.0,13,26.575,14.282
72,26.575,14.116,4.0,13,4.0,13,26.575,14.116
73,26.575,16.585,6.0,13,6.0,13,26.575,16.585
74,26.575,14.676,5.0,13,5.0,13,26.575,14.676
75,26.575,19.057,4.0,5,4.0,5,26.575,19.057
76,26.575,17.409,3.0,5,3.0,5,26.575,17.409
77,26.575,14.385,3.0,9,3.0,9,26.575,14.385
78,26.575,12.404,2.0,7,2.0,7,26.575,12.404
79,26.575,10.631,2.0,5,2.0,5,26.575,10.631
80,26.575,13.491,5.0,13,5.0,13,26.575,13.491
81,26.575,12.794,3.0,5,3.0,5,26.575,12.794
82,26.575,17.748,4.0,10,4.0,10,26.575,17.748
83,26.575,12.564,3.0,7,3.0,7,26.575,12.564
84,26.575,12.664,3.0,6,3.0,6,26.575,12.664
85,26.575,13.469,2.0,4,2.0,4,26.575,13.469
86,26.575,13.334,2.0,7,2.0,7,26.575,13.334
87,26.575,14.78,7.0,40,7.0,40,26.575,14.78
88,26.575,13.438,3.0,4,3.0,4,26.575,13.438
89,26.575,14.05,3.0,4,3.0,4,26.575,14.05
90,26.575,17.962,3.0,4,3.0,4,26.575,17.962
91,26.575,18.11,4.0,4,4.0,4,26.575,18.11
92,26.575,19.025,4.0,13,4.0,13,26.575,19.025
93,26.575,15.165,4.0,13,4.0,13,26.575,15.165
94,26.575,18.382,3.0,5,3.0,5,26.575,18.382
95,26.575,13.584,2.0,4,2.0,4,26.575,13.584
96,26.575,14.319,3.0,4,3.0,4,26.575,14.319
97,26.575,13.61,3.0,4,3.0,4,26.575,13.61
98,26.575,15.903,3.0,4,3.0,4,26.575,15.903
99,26.575,15.789,3.0,5,3.0,5,26.575,15.789
100,26.575,16.218,4.0,13,4.0,13,26.575,16.218
101,26.575,15.793,4.0,13,4.0,13,26.575,15.793
102,26.575,13.789,3.0,4,3.0,4,26.575,13.789
103,26.575,15.007,3.0,4,3.0,4,26.575,15.007
104,26.575,17.329,4.0,7,4.0,7,26.575,17.329
105,26.575,14.667,5.0,13,5.0,13,26.575,14.667
106,26.575,16.078,4.0,9,4.0,9,26.575,16.078
107,26.575,14.042,4.0,9,4.0,9,26.575,14.042
108,26.575,13.664,4.0,13,4.0,13,26.575,13.664
109,26.575,13.647,3.0,7,3.0,7,26.575,13.647
110,26.575,14.148,5.0,13,5.0,13,26.575,14.148
111,26.575,13.467,2.0,5,2.0,5,26.575,13.467
112,26.575,15.196,2.0,4,2.0,4,26.575,15.196
113,26.575,16.917,4.0,13,4.0,13,26.575,16.917
114,26.575,14.728,3.0,13,3.0,13,26.575,14.728
115,26.575,16.532,6.0,13,6.0,13,26.575,16.532
116,26.575,15.961,6.0,13,6.0,13,26.575,15.961
117,26.575,14.472,3.0,7,3.0,7,26.575,14.472
118,26.575,17.705,3.0,4,3.0,4,26.575,17.705
119,26.575,20.105,4.0,4,4.0,4,26.575,20.105
120,26.575,14.808,4.0,10,4.0,10,26.575,14.808
121,26.575,15.319,2.0,4,2.0,4,26.575,15.319
122,26.575,15.047,3.0,10,3.0,10,26.575,15.047
123,26.575,16.877,5.0,13,5.0,13,26.575,16.877
124,26.575,17.436,7.0,13,7.0,13,26.575,17.436
125,43.477,19.227,5.0,13,5.0,13,43.477,19.227
126,44.807,23.674,5.0,9,5.0,9,44.807,23.674
127,44.807,16.386,7.0,13,7.0,13,44.807,16.386
128,44.807,16.573,4.0,9,4.0,9,44.807,16.573
129,44.807,18.307,6.0,13,6.0,13,44.807,18.307
130,84.352,29.51,7.0,13,7.0,13,84.352,29.51
131,84.352,23.723,8.0,13,8.0,13,84.352,23.723
132,88.057,34.542,11.0,22,11.0,22,88.057,34.542
133,88.057,27.183,8.0,13,8.0,13,88.057,27.183
134,88.057,29.857,8.0,13,8.0,13,88.057,29.857
