file,fitness,num_links,vertical_distance
data\elite_440.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_450.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_460.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_470.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_480.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_490.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_50.csv,9.656234145177674,17.0,0.8488790096811726
data\elite_500.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_510.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_520.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_530.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_540.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_550.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_560.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_570.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_580.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_590.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_60.csv,9.656234145177674,17.0,0.8488790096811726
data\elite_600.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_610.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_620.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_630.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_640.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_650.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_660.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_670.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_680.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_690.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_70.csv,9.656234145177674,17.0,0.8488790096811726
data\elite_700.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_710.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_720.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_730.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_740.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_750.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_760.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_770.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_780.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_790.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_80.csv,9.656234145177674,17.0,0.8488790096811726
data\elite_800.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_810.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_820.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_830.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_840.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_850.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_860.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_870.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_880.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_890.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_90.csv,9.656234145177674,17.0,0.8488790096811726
data\elite_900.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_910.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_920.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_930.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_940.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_950.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_960.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_970.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_980.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_990.csv,10.503588832608655,17.0,0.2355578116940985
