file,fitness,num_links,vertical_distance
data\elite_0.csv,8.786295010297705,17.0,1.3124295196087528
data\elite_10.csv,9.84801122039238,17.0,0.8365289176034701
data\elite_100.csv,9.656234145177674,17.0,0.8488790096811726
data\elite_110.csv,9.656234145177674,17.0,0.8488790096811726
data\elite_120.csv,9.656234145177674,17.0,0.8488790096811726
data\elite_130.csv,10.63185593658667,17.0,0.5654387980629907
data\elite_140.csv,10.901015732882497,17.0,0.5654387980629907
data\elite_150.csv,10.901015732882497,17.0,0.5654387980629907
data\elite_160.csv,10.901015732882497,17.0,0.5654387980629907
data\elite_170.csv,10.901015732882497,17.0,0.5654387980629907
data\elite_180.csv,10.901015732882497,17.0,0.5654387980629907
data\elite_190.csv,10.901015732882497,17.0,0.5654387980629907
data\elite_20.csv,8.736469730155434,17.0,0.9657791657663257
data\elite_200.csv,10.901015732882497,17.0,0.5654387980629907
data\elite_210.csv,10.901015732882497,17.0,0.5654387980629907
data\elite_220.csv,10.901015732882497,17.0,0.5654387980629907
data\elite_230.csv,11.252129725053424,17.0,0.5654387980629907
data\elite_240.csv,11.252129725053424,17.0,0.5654387980629907
data\elite_250.csv,10.339866275803391,17.0,0.622657126987282
data\elite_260.csv,10.339866275803391,17.0,0.622657126987282
data\elite_270.csv,10.339866275803391,17.0,0.622657126987282
data\elite_280.csv,10.339866275803391,17.0,0.622657126987282
data\elite_290.csv,10.339866275803391,17.0,0.622657126987282
data\elite_30.csv,8.954188760225282,17.0,1.6484701209277388
data\elite_300.csv,10.339866275803391,17.0,0.622657126987282
data\elite_310.csv,10.253588832608655,17.0,0.2355578116940985
data\elite_320.csv,10.253588832608655,17.0,0.2355578116940985
data\elite_330.csv,10.253588832608655,17.0,0.2355578116940985
data\elite_340.csv,10.253588832608655,17.0,0.2355578116940985
data\elite_350.csv,10.253588832608655,17.0,0.2355578116940985
data\elite_360.csv,10.253588832608655,17.0,0.2355578116940985
data\elite_370.csv,10.253588832608655,17.0,0.2355578116940985
data\elite_380.csv,10.253588832608655,17.0,0.2355578116940985
data\elite_390.csv,10.253588832608655,17.0,0.2355578116940985
data\elite_40.csv,9.656234145177674,17.0,0.8488790096811726
data\elite_400.csv,10.253588832608655,17.0,0.2355578116940985
data\elite_410.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_420.csv,10.503588832608655,17.0,0.2355578116940985
data\elite_430.csv,10.503588832608655,17.0,0.2355578116940985
